1;5396.00;9.50;2217.00;big
1;59.00;9.50;2212.00;big
2;5190.00;10.55;1890.00;big
2;91.00;9.80;2081.00;big
3;5457.00;9.50;1623.00;big
3;174.00;9.50;1875.00;big
4;197.00;9.50;1643.00;big
4;209.00;9.50;1341.00;big
5;383.00;12.73;1028.00;big
5;204.00;9.50;1062.00;big
6;177.00;9.50;585.00;big
6;5491.00;9.50;376.00;big
7;642.00;9.50;235.00;big
7;252.00;9.50;226.00;big
8;828.00;11.60;2067.00;big
8;438.00;10.95;2017.00;big
9;4904.00;11.40;600.00;big
9;5052.00;16.93;556.00;big
10;323.00;9.50;2241.00;big
10;666.00;9.50;2236.00;big
11;610.00;9.50;1632.00;big
11;614.00;9.50;1391.00;big
12;829.00;9.50;1073.00;big
12;623.00;9.50;1174.00;big
13;856.00;9.50;735.00;big
13;643.00;9.50;591.00;big
14;782.00;9.50;1735.00;big
14;542.00;9.50;1919.00;big
15;808.00;9.50;1813.00;big
15;942.00;10.90;1682.00;big
16;811.00;9.50;1574.00;big
16;896.00;9.50;1393.00;big
17;1144.00;12.40;1706.00;big
17;961.00;11.93;1892.00;big
18;1077.00;10.10;2247.00;big
18;1331.00;9.90;2245.00;big
19;933.00;15.75;1523.00;big
19;1104.00;16.45;1439.00;big
20;1053.00;9.50;315.00;big
20;1430.00;9.50;265.00;big
21;1256.00;9.50;1114.00;big
21;1111.00;9.50;1242.00;big
22;1151.00;9.50;982.00;big
22;1195.00;9.50;750.00;big
23;1255.00;10.30;1994.00;big
23;1401.00;11.03;1776.00;big
24;1224.00;16.12;1213.00;big
24;1342.00;11.45;1140.00;big
25;1294.00;9.98;1421.00;big
25;1489.00;11.50;1441.00;big
26;1285.00;10.85;1583.00;big
26;1420.00;10.53;1592.00;big
27;1371.00;9.50;1291.00;big
27;1582.00;9.50;1259.00;big
28;1723.00;10.18;2085.00;big
28;1521.00;9.80;2228.00;big
29;1556.00;9.50;666.00;big
29;1410.00;9.50;854.00;big
30;1546.00;12.93;1007.00;big
30;1451.00;11.98;1096.00;big
31;1635.00;9.50;1177.00;big
31;1812.00;9.50;1124.00;big
32;1799.00;9.50;1839.00;big
32;1607.00;12.23;1754.00;big
33;1572.00;10.82;1578.00;big
33;1683.00;10.65;1635.00;big
34;1712.00;9.50;1490.00;big
34;1855.00;9.70;1665.00;big
35;1672.00;9.50;465.00;big
35;1623.00;9.50;168.00;big
36;1656.00;19.68;627.00;big
36;1569.00;17.40;770.00;big
37;2079.00;9.50;1745.00;big
37;1842.00;9.50;2033.00;big
38;1631.00;13.12;939.00;big
38;1724.00;9.88;1005.00;big
39;1785.00;10.20;610.00;big
39;1645.00;10.15;740.00;big
40;1737.00;9.90;882.00;big
40;1882.00;10.20;918.00;big
41;1965.00;10.78;723.00;big
41;1785.00;9.82;761.00;big
42;1715.00;10.82;83.00;big
42;1728.00;12.12;187.00;big
43;1752.00;21.23;508.00;big
43;1743.00;11.53;343.00;big
44;2039.00;9.50;1351.00;big
44;1818.00;9.50;1307.00;big
45;2001.00;9.50;268.00;big
45;1884.00;9.50;77.00;big
46;2052.00;10.95;2060.00;big
46;2334.00;12.75;2158.00;big
47;1882.00;9.73;346.00;big
47;1865.00;10.00;466.00;big
48;5566.00;12.62;150.00;big
48;5462.00;12.30;41.00;big
49;2047.00;9.50;914.00;big
49;2013.00;9.50;1096.00;big
50;2038.00;12.48;481.00;big
50;2017.00;12.75;594.00;big
51;2205.00;9.50;62.00;big
51;2383.00;9.50;195.00;big
52;4927.00;9.50;1331.00;big
52;4847.00;9.50;1238.00;big
53;2316.00;9.50;561.00;big
53;2214.00;9.50;406.00;big
54;2152.00;12.93;617.00;big
54;2162.00;10.78;754.00;big
55;2264.00;9.50;1487.00;big
55;2374.00;9.50;1609.00;big
56;2242.00;9.50;1946.00;big
56;2495.00;11.93;1901.00;big
57;2456.00;9.50;840.00;big
57;2279.00;9.50;862.00;big
58;5077.00;10.53;899.00;big
58;5013.00;9.73;1052.00;big
59;2364.00;9.60;1294.00;big
59;2330.00;9.50;1075.00;big
60;2523.00;9.50;428.00;big
60;2721.00;9.70;395.00;big
61;4911.00;10.10;1228.00;big
61;5013.00;12.48;1327.00;big
62;2529.00;9.50;986.00;big
62;2589.00;9.82;1118.00;big
63;2590.00;9.50;198.00;big
63;2827.00;9.50;67.00;big
64;2540.00;9.50;1208.00;big
64;2612.00;9.50;1375.00;big
65;2619.00;9.50;1662.00;big
65;2651.00;9.50;1518.00;big
66;2896.00;9.50;671.00;big
66;2697.00;9.50;703.00;big
67;2612.00;13.32;964.00;big
67;2815.00;10.53;884.00;big
68;2691.00;9.50;1797.00;big
68;2876.00;10.68;2155.00;big
69;2657.00;11.00;817.00;big
69;2750.00;10.60;782.00;big
70;2760.00;9.50;1436.00;big
70;2671.00;9.50;1449.00;big
71;2666.00;10.25;1587.00;big
71;2681.00;9.88;1618.00;big
72;2744.00;16.88;1209.00;big
72;2890.00;14.57;1246.00;big
73;4934.00;9.50;1183.00;big
73;5053.00;9.50;1280.00;big
74;2777.00;13.65;1337.00;big
74;2703.00;12.05;1325.00;big
75;2910.00;11.20;1085.00;big
75;2796.00;10.85;1145.00;big
76;2746.00;12.20;1645.00;big
76;2719.00;11.98;1687.00;big
77;2834.00;9.50;1546.00;big
77;2728.00;9.50;1512.00;big
78;2762.00;10.25;1598.00;big
78;2773.00;10.07;1561.00;big
79;2879.00;9.50;1326.00;big
79;2827.00;9.50;1303.00;big
80;2828.00;9.50;1601.00;big
80;2782.00;9.50;1745.00;big
81;2818.00;9.80;1446.00;big
81;2884.00;10.50;1475.00;big
82;2941.00;12.10;770.00;big
82;2861.00;10.80;784.00;big
83;3066.00;10.43;841.00;big
83;2923.00;10.60;871.00;big
84;2978.00;12.10;1784.00;big
84;2932.00;12.05;1727.00;big
85;5037.00;9.50;730.00;big
85;5176.00;10.12;566.00;big
86;2960.00;10.38;1542.00;big
86;2966.00;11.88;1479.00;big
87;2965.00;9.50;290.00;big
87;2956.00;9.50;472.00;big
88;2960.00;9.80;1426.00;big
88;3038.00;11.62;1353.00;big
89;2950.00;12.23;1363.00;big
89;2953.00;12.35;1323.00;big
90;3001.00;9.73;1583.00;big
90;2953.00;9.70;1637.00;big
91;3011.00;11.10;1165.00;big
91;3155.00;9.75;1123.00;big
92;3013.00;9.50;67.00;big
92;3363.00;9.50;61.00;big
93;3026.00;11.70;726.00;big
93;3010.00;11.12;638.00;big
94;3039.00;9.50;1385.00;big
94;3087.00;9.50;1350.00;big
95;3027.00;10.20;1273.00;big
95;3112.00;9.50;1204.00;big
96;3042.00;11.48;1796.00;big
96;3035.00;9.62;1693.00;big
97;3209.00;12.05;536.00;big
97;3073.00;12.57;498.00;big
98;3107.00;13.20;310.00;big
98;3136.00;12.88;143.00;big
99;3107.00;9.75;1463.00;big
99;3045.00;14.95;1491.00;big
100;5169.00;9.50;1527.00;big
100;5042.00;12.65;1527.00;big
101;3108.00;11.68;1896.00;big
101;3258.00;10.90;1918.00;big
102;3122.00;12.30;1380.00;big
102;3055.00;13.70;1414.00;big
103;3091.00;9.80;1558.00;big
103;3164.00;10.07;1611.00;big
104;3163.00;9.50;1673.00;big
104;3114.00;9.50;1794.00;big
105;3683.00;9.60;2106.00;big
105;3372.00;9.50;2150.00;big
106;3139.00;11.07;678.00;big
106;3221.00;11.57;635.00;big
107;5597.00;9.50;946.00;big
107;5404.00;9.50;948.00;big
108;3160.00;11.23;1296.00;big
108;3204.00;9.50;1332.00;big
109;3196.00;14.25;1447.00;big
109;3199.00;10.25;1387.00;big
110;3224.00;11.07;864.00;big
110;3324.00;10.65;943.00;big
